OrderID,CustomerID,ProductID,DateKey,RegionID,Quantity,UnitPrice,Discount,PaymentMethod,DeliveryStatus,Revenue
ORD-00726,CUST-0052,PROD-006,20240705,4,1,6827.76,0.07,Net Banking,Delivered,6349.82
ORD-00739,CUST-0042,PROD-009,20230728,3,1,6222.27,0.27,Net Banking,Delivered,4542.26
ORD-00762,CUST-0247,PROD-005,20220807,1,1,5947.62,0.08,Net Banking,Delivered,5471.81
ORD-00769,CUST-0079,PROD-006,20240914,2,1,1944.91,0,Net Banking,Delivered,1944.91
ORD-00803,CUST-0436,PROD-001,20241203,2,1,7523.79,0.14,Net Banking,Delivered,6470.46
ORD-00821,CUST-0480,PROD-009,20231112,3,1,4383.01,0.17,Net Banking,Delivered,3637.9
ORD-00822,CUST-0368,PROD-006,20230806,4,1,12727.01,0.09,Net Banking,Delivered,11581.58
ORD-00823,CUST-0220,PROD-004,20230530,4,1,19525.08,0.05,Net Banking,Delivered,18548.83
ORD-00841,CUST-0169,PROD-001,20231221,3,1,15804.76,0.04,Net Banking,Delivered,15172.57
ORD-00958,CUST-0229,PROD-002,20240116,4,1,17703.16,0.3,Net Banking,Delivered,12392.21
ORD-00974,CUST-0320,PROD-004,20220503,2,1,2174.58,0.23,Net Banking,Delivered,1674.43
ORD-00977,CUST-0491,PROD-004,20230425,4,1,1059.26,0.09,Net Banking,Delivered,963.93
ORD-01012,CUST-0312,PROD-003,20240815,4,1,17838.32,0.03,Net Banking,Delivered,17303.17
ORD-01045,CUST-0014,PROD-006,20230405,2,1,11819.04,0.25,Net Banking,Delivered,8864.28
ORD-01055,CUST-0254,PROD-010,20240504,4,1,16529.52,0.23,Net Banking,Delivered,12727.73
ORD-01118,CUST-0400,PROD-009,20240511,2,1,2293.35,0.21,Net Banking,Delivered,1811.75
ORD-01119,CUST-0325,PROD-001,20240811,3,1,13363.19,0.27,Net Banking,Delivered,9755.13
ORD-01129,CUST-0254,PROD-008,20220331,3,1,2816.8,0.22,Net Banking,Delivered,2197.1
ORD-01139,CUST-0035,PROD-009,20240908,4,1,4652.76,0.05,Net Banking,Delivered,4420.12
ORD-01141,CUST-0410,PROD-008,20231001,1,1,11341.24,0.18,Net Banking,Delivered,9299.82
ORD-01149,CUST-0405,PROD-001,20230628,1,1,977.21,0.24,Net Banking,Delivered,742.68
ORD-01150,CUST-0074,PROD-003,20240222,3,1,6247.8,0.23,Net Banking,Delivered,4810.81
ORD-01197,CUST-0479,PROD-007,20230907,3,1,17221.38,0.04,Net Banking,Delivered,16532.52
ORD-01239,CUST-0165,PROD-004,20240515,1,1,15415.66,0.06,Net Banking,Delivered,14490.72
ORD-01241,CUST-0021,PROD-003,20240513,3,1,5535.9,0.15,Net Banking,Delivered,4705.51
ORD-01274,CUST-0043,PROD-005,20241013,3,1,10142.21,0.13,Net Banking,Delivered,8823.72
ORD-01362,CUST-0427,PROD-003,20220730,2,1,1351.72,0.24,Net Banking,Delivered,1027.31
ORD-01423,CUST-0016,PROD-009,20231214,3,1,13607.12,0.12,Net Banking,Delivered,11974.27
ORD-01462,CUST-0428,PROD-006,20220429,3,1,9809.83,0.13,Net Banking,Delivered,8534.55
ORD-01476,CUST-0476,PROD-006,20241024,2,1,9117.59,0.03,Net Banking,Delivered,8844.06
ORD-01488,CUST-0180,PROD-007,20221120,4,1,3687.85,0.07,Net Banking,Delivered,3429.7
ORD-01505,CUST-0350,PROD-002,20220307,2,1,5352.19,0.02,Net Banking,Delivered,5245.15
ORD-01521,CUST-0454,PROD-002,20221219,4,1,7026.78,0.16,Net Banking,Delivered,5902.5
ORD-01565,CUST-0354,PROD-006,20220328,2,1,19574.19,0.23,Net Banking,Delivered,15072.13
ORD-01606,CUST-0275,PROD-010,20241205,1,1,606.12,0.1,Net Banking,Delivered,545.51
ORD-01619,CUST-0320,PROD-006,20231204,3,1,9314.36,0.03,Net Banking,Delivered,9034.93
ORD-01653,CUST-0268,PROD-007,20240512,1,1,7022.33,0.23,Net Banking,Delivered,5407.19
ORD-01684,CUST-0332,PROD-002,20230216,4,1,4188.94,0.09,Net Banking,Delivered,3811.94
ORD-01685,CUST-0438,PROD-005,20230308,2,1,4837.05,0.2,Net Banking,Delivered,3869.64
ORD-01708,CUST-0260,PROD-002,20231027,4,1,19307.63,0.06,Net Banking,Delivered,18149.17
ORD-01747,CUST-0291,PROD-001,20221024,1,1,13666.17,0.12,Net Banking,Delivered,12026.23
ORD-01771,CUST-0318,PROD-006,20221103,3,1,2340.84,0.23,Net Banking,Delivered,1802.45
ORD-01811,CUST-0445,PROD-008,20240717,3,1,4997.75,0.24,Net Banking,Delivered,3798.29
ORD-01824,CUST-0343,PROD-005,20220323,3,1,7139.31,0.24,Net Banking,Delivered,5425.88
ORD-01828,CUST-0215,PROD-005,20230918,4,1,3012.82,0.1,Net Banking,Delivered,2711.54
ORD-01917,CUST-0486,PROD-002,20221124,1,1,1841.96,0.01,Net Banking,Delivered,1823.54
ORD-01921,CUST-0364,PROD-007,20230706,2,1,7391.15,0.29,Net Banking,Delivered,5247.72
ORD-01928,CUST-0335,PROD-008,20220618,2,1,17089.08,0.27,Net Banking,Delivered,12475.03
ORD-01931,CUST-0023,PROD-004,20230612,2,1,14378.65,0,Net Banking,Delivered,14378.65
ORD-01963,CUST-0495,PROD-006,20230331,2,1,1190.37,0.11,Net Banking,Delivered,1059.43
ORD-01989,CUST-0344,PROD-009,20221125,1,1,6496.59,0.2,Net Banking,Delivered,5197.27
ORD-01993,CUST-0045,PROD-003,20220501,2,1,10355.08,0.29,Net Banking,Delivered,7352.11
ORD-00013,CUST-0284,PROD-007,20221207,3,1,15670.85,0.02,Cash on Delivery,Delivered,15357.43
ORD-00016,CUST-0421,PROD-002,20240626,2,1,18209.2,0.22,Cash on Delivery,Delivered,14203.18
ORD-00047,CUST-0245,PROD-004,20230413,2,1,17968.9,0.29,Cash on Delivery,Delivered,12757.92
ORD-00064,CUST-0217,PROD-005,20230611,1,1,7021.22,0.04,Cash on Delivery,Delivered,6740.37
ORD-00107,CUST-0414,PROD-008,20240207,3,1,3763.99,0.09,Cash on Delivery,Delivered,3425.23
ORD-00120,CUST-0302,PROD-006,20221122,3,1,5926.02,0.11,Cash on Delivery,Delivered,5274.16
ORD-00129,CUST-0304,PROD-008,20220223,2,1,5447.69,0.28,Cash on Delivery,Delivered,3922.34
ORD-00136,CUST-0498,PROD-008,20240501,3,1,4099.68,0.28,Cash on Delivery,Delivered,2951.77
ORD-00146,CUST-0073,PROD-005,20240913,4,1,8787.73,0.14,Cash on Delivery,Delivered,7557.45
ORD-00188,CUST-0497,PROD-007,20230824,1,1,6594.98,0.05,Cash on Delivery,Delivered,6265.23
ORD-00222,CUST-0271,PROD-007,20220901,2,1,7943.63,0.23,Cash on Delivery,Delivered,6116.6
ORD-00242,CUST-0292,PROD-006,20220312,3,1,4763.8,0.05,Cash on Delivery,Delivered,4525.61
ORD-00258,CUST-0494,PROD-003,20240730,1,1,11213.48,0.13,Cash on Delivery,Delivered,9755.73
ORD-00268,CUST-0158,PROD-010,20220914,4,1,6315.45,0.28,Cash on Delivery,Delivered,4547.12
ORD-00277,CUST-0459,PROD-009,20230830,4,1,1344.21,0.1,Cash on Delivery,Delivered,1209.79
ORD-00315,CUST-0009,PROD-002,20230425,4,1,5389.84,0.16,Cash on Delivery,Delivered,4527.47
ORD-00387,CUST-0280,PROD-008,20240120,2,1,18269.17,0.18,Cash on Delivery,Delivered,14980.72
ORD-00388,CUST-0188,PROD-008,20241103,3,1,15654.33,0.24,Cash on Delivery,Delivered,11897.29
ORD-00394,CUST-0042,PROD-002,20240727,1,1,11163.82,0.25,Cash on Delivery,Delivered,8372.86
ORD-00438,CUST-0102,PROD-008,20241209,1,1,305.42,0.07,Cash on Delivery,Delivered,284.04
ORD-00451,CUST-0333,PROD-010,20220128,4,1,13298.18,0.05,Cash on Delivery,Delivered,12633.27
ORD-00452,CUST-0477,PROD-003,20240725,2,1,11919.91,0.04,Cash on Delivery,Delivered,11443.11
ORD-00457,CUST-0106,PROD-002,20241017,4,1,12010.2,0.28,Cash on Delivery,Delivered,8647.34
ORD-00464,CUST-0145,PROD-009,20221210,2,1,12946.66,0.14,Cash on Delivery,Delivered,11134.13
ORD-00501,CUST-0292,PROD-010,20220710,2,1,1670.09,0.28,Cash on Delivery,Delivered,1202.46
ORD-00509,CUST-0258,PROD-006,20220320,4,1,6250.41,0.15,Cash on Delivery,Delivered,5312.85
ORD-00520,CUST-0196,PROD-003,20240916,3,1,9194.56,0.24,Cash on Delivery,Delivered,6987.87
ORD-00550,CUST-0436,PROD-009,20240813,2,1,10186.74,0.01,Cash on Delivery,Delivered,10084.87
ORD-00564,CUST-0256,PROD-005,20221101,1,1,14507.71,0.04,Cash on Delivery,Delivered,13927.4
ORD-00572,CUST-0164,PROD-010,20230630,1,1,8101,0.27,Cash on Delivery,Delivered,5913.73
ORD-00628,CUST-0130,PROD-006,20230122,2,1,19240.48,0.06,Cash on Delivery,Delivered,18086.05
ORD-00655,CUST-0040,PROD-002,20221102,3,1,5855.41,0.03,Cash on Delivery,Delivered,5679.75
ORD-00674,CUST-0483,PROD-009,20240411,2,1,19087.63,0.09,Cash on Delivery,Delivered,17369.74
ORD-00694,CUST-0471,PROD-003,20240523,4,1,15879.75,0.01,Cash on Delivery,Delivered,15720.95
ORD-00701,CUST-0213,PROD-010,20240830,4,1,6722.45,0.07,Cash on Delivery,Delivered,6251.88
ORD-00711,CUST-0164,PROD-001,20230514,2,1,18561.85,0.13,Cash on Delivery,Delivered,16148.81
ORD-00713,CUST-0483,PROD-007,20240515,1,1,17827.99,0.28,Cash on Delivery,Delivered,12836.15
ORD-00791,CUST-0483,PROD-010,20240522,2,1,2951.41,0.02,Cash on Delivery,Delivered,2892.38
ORD-00856,CUST-0269,PROD-001,20240919,4,1,15659.55,0.28,Cash on Delivery,Delivered,11274.88
ORD-00876,CUST-0334,PROD-004,20240328,1,1,18992.43,0,Cash on Delivery,Delivered,18992.43
ORD-00879,CUST-0114,PROD-004,20240811,4,1,14594.2,0.18,Cash on Delivery,Delivered,11967.24
ORD-00926,CUST-0258,PROD-007,20230212,2,1,3589.46,0.09,Cash on Delivery,Delivered,3266.41
ORD-00927,CUST-0029,PROD-001,20240401,3,1,2268.75,0.16,Cash on Delivery,Delivered,1905.75
ORD-00946,CUST-0003,PROD-010,20230202,4,1,13737.25,0.07,Cash on Delivery,Delivered,12775.64
ORD-00967,CUST-0261,PROD-005,20240223,4,1,5966.22,0.12,Cash on Delivery,Delivered,5250.27
ORD-00968,CUST-0003,PROD-002,20231105,1,1,12360.84,0.17,Cash on Delivery,Delivered,10259.5
ORD-01038,CUST-0429,PROD-002,20240110,1,1,14720.56,0.24,Cash on Delivery,Delivered,11187.63
ORD-01058,CUST-0158,PROD-002,20230214,1,1,1417.81,0.03,Cash on Delivery,Delivered,1375.28
ORD-01098,CUST-0313,PROD-009,20230311,3,1,18087.47,0.06,Cash on Delivery,Delivered,17002.22
ORD-01100,CUST-0301,PROD-003,20241017,3,1,19657.23,0.01,Cash on Delivery,Delivered,19460.66
ORD-01114,CUST-0075,PROD-009,20241201,4,1,1142.15,0.1,Cash on Delivery,Delivered,1027.94
ORD-01186,CUST-0220,PROD-009,20220913,4,1,15658.51,0.04,Cash on Delivery,Delivered,15032.17
ORD-01189,CUST-0439,PROD-003,20230608,3,1,16041.08,0.1,Cash on Delivery,Delivered,14436.97
ORD-01233,CUST-0154,PROD-004,20230305,3,1,6274.53,0.01,Cash on Delivery,Delivered,6211.78
ORD-01248,CUST-0472,PROD-002,20240707,3,1,19422.91,0.17,Cash on Delivery,Delivered,16121.02
ORD-01255,CUST-0396,PROD-005,20240616,1,1,3772.39,0.01,Cash on Delivery,Delivered,3734.67
ORD-01265,CUST-0086,PROD-004,20230419,2,1,12384.93,0.2,Cash on Delivery,Delivered,9907.94
ORD-01316,CUST-0032,PROD-006,20220326,4,1,8305.03,0.14,Cash on Delivery,Delivered,7142.33
ORD-01337,CUST-0489,PROD-004,20240909,3,1,19463.31,0.27,Cash on Delivery,Delivered,14208.22
ORD-01343,CUST-0447,PROD-008,20230924,2,1,11298.68,0.11,Cash on Delivery,Delivered,10055.83
ORD-01351,CUST-0097,PROD-007,20220825,4,1,299.5,0.04,Cash on Delivery,Delivered,287.52
ORD-01377,CUST-0055,PROD-005,20240416,2,1,1868.56,0.02,Cash on Delivery,Delivered,1831.19
ORD-01409,CUST-0107,PROD-003,20240815,1,1,12359,0.29,Cash on Delivery,Delivered,8774.89
ORD-01412,CUST-0478,PROD-001,20240503,4,1,9011.37,0,Cash on Delivery,Delivered,9011.37
ORD-01431,CUST-0162,PROD-001,20240817,1,1,5219.32,0.25,Cash on Delivery,Delivered,3914.49
ORD-01502,CUST-0325,PROD-008,20221221,1,1,337.76,0.02,Cash on Delivery,Delivered,331
ORD-01567,CUST-0046,PROD-003,20220116,4,1,11227.65,0.19,Cash on Delivery,Delivered,9094.4
ORD-01586,CUST-0150,PROD-006,20220603,2,1,19447.5,0.12,Cash on Delivery,Delivered,17113.8
ORD-01621,CUST-0376,PROD-008,20220729,3,1,486.52,0.1,Cash on Delivery,Delivered,437.87
ORD-01646,CUST-0183,PROD-010,20241115,1,1,11159.91,0.11,Cash on Delivery,Delivered,9932.32
ORD-01682,CUST-0431,PROD-007,20240427,4,1,14405.2,0.24,Cash on Delivery,Delivered,10947.95
ORD-01696,CUST-0232,PROD-001,20231228,3,1,19524.47,0.19,Cash on Delivery,Delivered,15814.82
ORD-01807,CUST-0456,PROD-008,20220201,2,1,5214.26,0.29,Cash on Delivery,Delivered,3702.12
ORD-01817,CUST-0476,PROD-009,20240709,2,1,11683.25,0.3,Cash on Delivery,Delivered,8178.28
ORD-01927,CUST-0172,PROD-005,20220616,4,1,15239.32,0.18,Cash on Delivery,Delivered,12496.24
ORD-01979,CUST-0486,PROD-002,20240112,4,1,2927.02,0.04,Cash on Delivery,Delivered,2809.94
ORD-00002,CUST-0257,PROD-003,20220510,3,1,19127.19,0.19,UPI,Delivered,15493.02
ORD-00012,CUST-0468,PROD-003,20240605,2,1,8993.44,0.17,UPI,Delivered,7464.56
ORD-00049,CUST-0325,PROD-001,20221229,2,1,17660.73,0.07,UPI,Delivered,16424.48
ORD-00166,CUST-0339,PROD-002,20230311,4,1,382.98,0.14,UPI,Delivered,329.36
ORD-00174,CUST-0213,PROD-010,20230303,4,1,4614.41,0.24,UPI,Delivered,3506.95
ORD-00232,CUST-0493,PROD-010,20240330,1,1,3161.08,0.26,UPI,Delivered,2339.2
ORD-00234,CUST-0407,PROD-006,20230528,1,1,2646.74,0.14,UPI,Delivered,2276.2
ORD-00245,CUST-0271,PROD-009,20220708,4,1,9939.14,0.21,UPI,Delivered,7851.92
ORD-00321,CUST-0125,PROD-006,20220129,1,1,1029.23,0.29,UPI,Delivered,730.75
ORD-00420,CUST-0027,PROD-008,20220326,1,1,12267.02,0.13,UPI,Delivered,10672.31
ORD-00431,CUST-0259,PROD-010,20230907,1,1,17305.93,0.2,UPI,Delivered,13844.74
ORD-00471,CUST-0030,PROD-006,20230506,1,1,13990.84,0.06,UPI,Delivered,13151.39
ORD-00476,CUST-0104,PROD-004,20230612,3,1,5193.2,0.2,UPI,Delivered,4154.56
ORD-00477,CUST-0118,PROD-003,20240420,1,1,4233.6,0.18,UPI,Delivered,3471.55
ORD-00634,CUST-0056,PROD-005,20240123,3,1,8302.09,0.26,UPI,Delivered,6143.55
ORD-00642,CUST-0329,PROD-006,20240204,3,1,18666.39,0.28,UPI,Delivered,13439.8
ORD-00668,CUST-0063,PROD-001,20241228,3,1,2456.12,0.24,UPI,Delivered,1866.65
ORD-00677,CUST-0092,PROD-008,20220908,3,1,509.74,0.05,UPI,Delivered,484.25
ORD-00681,CUST-0229,PROD-007,20240818,2,1,2047.09,0.08,UPI,Delivered,1883.32
ORD-00721,CUST-0183,PROD-008,20241227,2,1,7470.04,0.15,UPI,Delivered,6349.53
ORD-00729,CUST-0082,PROD-003,20231122,2,1,14137.93,0.13,UPI,Delivered,12300
ORD-00746,CUST-0393,PROD-002,20230902,3,1,9184.32,0.08,UPI,Delivered,8449.57
ORD-00753,CUST-0097,PROD-001,20240911,3,1,5746.66,0.06,UPI,Delivered,5401.86
ORD-00755,CUST-0242,PROD-005,20240615,1,1,5925.73,0.08,UPI,Delivered,5451.67
ORD-00778,CUST-0428,PROD-007,20230328,1,1,10858.86,0.17,UPI,Delivered,9012.85
ORD-00799,CUST-0415,PROD-002,20220214,4,1,7483.37,0.29,UPI,Delivered,5313.19
ORD-00835,CUST-0049,PROD-001,20231101,3,1,17154.45,0.26,UPI,Delivered,12694.29
ORD-00857,CUST-0181,PROD-004,20231216,4,1,3997.11,0.07,UPI,Delivered,3717.31
ORD-00868,CUST-0273,PROD-006,20231019,3,1,11645.89,0.18,UPI,Delivered,9549.63
ORD-00880,CUST-0278,PROD-009,20231023,4,1,7685.02,0.24,UPI,Delivered,5840.62
ORD-00928,CUST-0213,PROD-001,20230715,4,1,4902.82,0.07,UPI,Delivered,4559.62
ORD-00956,CUST-0281,PROD-003,20240712,4,1,9407.7,0.02,UPI,Delivered,9219.55
ORD-00962,CUST-0186,PROD-006,20220510,1,1,19581.35,0.18,UPI,Delivered,16056.71
ORD-00986,CUST-0066,PROD-009,20241228,2,1,10429.95,0.09,UPI,Delivered,9491.25
ORD-01002,CUST-0121,PROD-003,20230701,4,1,9494.81,0.11,UPI,Delivered,8450.38
ORD-01026,CUST-0230,PROD-006,20221126,3,1,3897.31,0.25,UPI,Delivered,2922.98
ORD-01040,CUST-0273,PROD-010,20220731,2,1,12976.5,0.18,UPI,Delivered,10640.73
ORD-01042,CUST-0071,PROD-007,20240314,2,1,2317.01,0.26,UPI,Delivered,1714.59
ORD-01054,CUST-0376,PROD-008,20220804,4,1,10024.28,0.03,UPI,Delivered,9723.55
ORD-01061,CUST-0159,PROD-001,20230113,3,1,6877.31,0.05,UPI,Delivered,6533.44
ORD-01082,CUST-0173,PROD-009,20240301,2,1,10055.58,0.15,UPI,Delivered,8547.24
ORD-01113,CUST-0124,PROD-006,20230609,1,1,17469.65,0.15,UPI,Delivered,14849.2
ORD-01146,CUST-0421,PROD-007,20240724,4,1,11292.78,0.26,UPI,Delivered,8356.66
ORD-01164,CUST-0313,PROD-005,20220111,4,1,10246.4,0.16,UPI,Delivered,8606.98
ORD-01202,CUST-0044,PROD-006,20241201,3,1,4458.69,0.02,UPI,Delivered,4369.52
ORD-01230,CUST-0199,PROD-001,20220814,2,1,5454.32,0.24,UPI,Delivered,4145.28
ORD-01252,CUST-0345,PROD-010,20240415,1,1,12754.29,0.08,UPI,Delivered,11733.95
ORD-01275,CUST-0169,PROD-002,20240124,3,1,596.23,0.19,UPI,Delivered,482.95
ORD-01313,CUST-0319,PROD-008,20230127,1,1,10825.14,0.28,UPI,Delivered,7794.1
ORD-01331,CUST-0214,PROD-004,20240615,3,1,8254.82,0.02,UPI,Delivered,8089.72
ORD-01390,CUST-0386,PROD-004,20241216,2,1,18363.51,0.21,UPI,Delivered,14507.17
ORD-01400,CUST-0486,PROD-007,20240708,2,1,9139.62,0.27,UPI,Delivered,6671.92
ORD-01414,CUST-0366,PROD-010,20230614,2,1,16737.54,0.14,UPI,Delivered,14394.28
ORD-01434,CUST-0102,PROD-004,20220823,3,1,10326.44,0.16,UPI,Delivered,8674.21
ORD-01454,CUST-0477,PROD-003,20230408,2,1,15042.59,0.08,UPI,Delivered,13839.18
ORD-01498,CUST-0176,PROD-004,20240324,3,1,18570.64,0.27,UPI,Delivered,13556.57
ORD-01512,CUST-0272,PROD-001,20220815,4,1,18262.15,0.22,UPI,Delivered,14244.48
ORD-01516,CUST-0424,PROD-006,20220325,2,1,305.72,0.15,UPI,Delivered,259.86
ORD-01531,CUST-0067,PROD-010,20220427,2,1,12463.16,0.03,UPI,Delivered,12089.27
ORD-01541,CUST-0313,PROD-003,20230317,2,1,9647.17,0.15,UPI,Delivered,8200.09
ORD-01546,CUST-0142,PROD-009,20230130,1,1,5311.53,0.29,UPI,Delivered,3771.19
ORD-01564,CUST-0091,PROD-002,20220323,1,1,1325.44,0.01,UPI,Delivered,1312.19
ORD-01585,CUST-0215,PROD-008,20220812,2,1,3529.19,0.2,UPI,Delivered,2823.35
ORD-01593,CUST-0275,PROD-004,20220628,3,1,10335.66,0.09,UPI,Delivered,9405.45
ORD-01620,CUST-0161,PROD-009,20241210,1,1,981.15,0.03,UPI,Delivered,951.72
ORD-01707,CUST-0028,PROD-009,20240805,2,1,14556.9,0.02,UPI,Delivered,14265.76
ORD-01713,CUST-0342,PROD-010,20230719,3,1,15850.07,0.02,UPI,Delivered,15533.07
ORD-01816,CUST-0103,PROD-010,20230407,1,1,14298.86,0.18,UPI,Delivered,11725.07
ORD-01826,CUST-0493,PROD-002,20231221,2,1,2705.58,0.2,UPI,Delivered,2164.46
ORD-01905,CUST-0294,PROD-001,20221005,2,1,11274.18,0.11,UPI,Delivered,10034.02
ORD-01949,CUST-0421,PROD-009,20230226,2,1,18246.79,0.23,UPI,Delivered,14050.03
ORD-01980,CUST-0321,PROD-005,20220511,4,1,12320.89,0.02,UPI,Delivered,12074.47
ORD-00043,CUST-0119,PROD-001,20230708,1,1,11955.37,0.26,Credit Card,Delivered,8846.97
ORD-00060,CUST-0251,PROD-005,20230801,4,1,17249.05,0.27,Credit Card,Delivered,12591.81
ORD-00068,CUST-0039,PROD-005,20240520,4,1,17723.3,0.14,Credit Card,Delivered,15242.04
ORD-00073,CUST-0178,PROD-006,20231105,3,1,15303.42,0.27,Credit Card,Delivered,11171.5
ORD-00102,CUST-0311,PROD-003,20230902,3,1,19174.89,0.28,Credit Card,Delivered,13805.92
ORD-00113,CUST-0303,PROD-008,20230421,2,1,17274.23,0.16,Credit Card,Delivered,14510.35
ORD-00156,CUST-0494,PROD-002,20240507,3,1,18953.98,0.27,Credit Card,Delivered,13836.41
ORD-00172,CUST-0455,PROD-007,20240316,2,1,6449.94,0.14,Credit Card,Delivered,5546.95
ORD-00191,CUST-0102,PROD-001,20220426,3,1,10187.54,0.18,Credit Card,Delivered,8353.78
ORD-00194,CUST-0355,PROD-005,20220107,1,1,1542.37,0.2,Credit Card,Delivered,1233.9
ORD-00233,CUST-0021,PROD-002,20231104,3,1,2256.02,0.26,Credit Card,Delivered,1669.45
ORD-00250,CUST-0275,PROD-004,20230112,2,1,3454.98,0.24,Credit Card,Delivered,2625.78
ORD-00254,CUST-0452,PROD-003,20241120,2,1,8091.47,0.14,Credit Card,Delivered,6958.66
ORD-00261,CUST-0239,PROD-010,20241225,3,1,2702.13,0,Credit Card,Delivered,2702.13
ORD-00319,CUST-0378,PROD-008,20240217,3,1,10328.42,0.08,Credit Card,Delivered,9502.15
ORD-00340,CUST-0403,PROD-004,20220115,3,1,9740.38,0.08,Credit Card,Delivered,8961.15
ORD-00362,CUST-0455,PROD-005,20240918,2,1,2078.71,0.13,Credit Card,Delivered,1808.48
ORD-00376,CUST-0085,PROD-009,20230102,1,1,5594.85,0.26,Credit Card,Delivered,4140.19
ORD-00416,CUST-0130,PROD-010,20231116,4,1,7995.64,0.26,Credit Card,Delivered,5916.77
ORD-00422,CUST-0149,PROD-001,20220326,1,1,1942.52,0.27,Credit Card,Delivered,1418.04
ORD-00430,CUST-0058,PROD-002,20221109,3,1,6208.37,0.1,Credit Card,Delivered,5587.53
ORD-00467,CUST-0136,PROD-002,20220101,1,1,13044.16,0.18,Credit Card,Delivered,10696.21
ORD-00505,CUST-0237,PROD-008,20220523,4,1,13247.07,0.29,Credit Card,Delivered,9405.42
ORD-00524,CUST-0419,PROD-001,20231015,2,1,14767.22,0.28,Credit Card,Delivered,10632.4
ORD-00535,CUST-0049,PROD-002,20240309,3,1,10431.37,0.05,Credit Card,Delivered,9909.8
ORD-00538,CUST-0082,PROD-005,20220728,2,1,1007.54,0.2,Credit Card,Delivered,806.03
ORD-00577,CUST-0336,PROD-007,20220514,4,1,1606.29,0.24,Credit Card,Delivered,1220.78
ORD-00588,CUST-0117,PROD-010,20240406,4,1,6621.41,0.23,Credit Card,Delivered,5098.49
ORD-00589,CUST-0482,PROD-003,20220628,2,1,14380.06,0.11,Credit Card,Delivered,12798.25
